ninsee,transport_autoroute,transport_départementale,transport_nationale,transport_autres_routes,transport_total_général
77441,0,4460.163661045457,0,627.7105022758502,5087.874163321308
77442,0,5856.936113144878,0,2301.7232200019207,8158.659333146798
77443,0,4046.641398068727,0,22.7897298200976,4069.431127888825
77444,0,10728.961411130702,2866.410897463893,869.15605690986,14464.528365504457
77445,0,13313.279642793204,0,8028.118813261823,21341.398456055023
77446,0,5724.653129072369,0,484.87772556702,6209.530854639389
77447,0,8106.3673060546525,0,2980.127148631359,11086.494454686012
77448,0,2094.093742280896,0,1504.9663404645107,3599.0600827454073
77449,1492.6234356104078,7318.56155356704,0,4236.963553192173,13048.14854236962
77450,0,1223.8927180649246,5086.17939271221,4668.953884913545,10979.02599569068
77451,0,4642.678926190305,0,5926.548939947514,10569.22786613782
77452,0,6163.773921989169,0,0,6163.773921989169
77453,2550.2240527487825,20171.16305454626,0,306.61156798005595,23027.9986752751
77454,0,5806.934378017355,0,391.948738081029,6198.883116098384
77455,0,11754.135665976904,0,4137.700313178533,15891.835979155436
77456,0,7165.099542243669,0,979.903116461301,8145.00265870497
77457,0,5261.285981140766,0,1344.400623933695,6605.686605074461
77458,5049.23913995954,24317.51567017662,0,4695.750525798874,34062.505335935035
77459,0,20240.264182278817,0,1500.11773332537,21740.381915604183
77460,1090.25251211967,8734.129090749564,0,1730.284932025892,11554.666534895126
77461,0,4426.1715773694095,0,2277.270156445016,6703.441733814425
77462,0,7356.001670618589,4077.90959478918,0,11433.911265407767
77463,0,3979.05386546677,0,490.8296205282607,4469.88348599503
77464,0,7788.768505841902,0,3083.5433390442454,10872.311844886148
77465,0,12029.779756047696,0,1961.701825148966,13991.481581196662
77466,0,3474.467136400392,0,0,3474.467136400392
77467,0,6000.104531560272,0,1486.268400999267,7486.37293255954
77468,999.9659141195305,7345.31584985192,0,9847.467757000204,18192.749520971654
77469,0,5515.4027617113625,0,801.7476273026789,6317.150389014041
77470,0,10222.73015191854,3672.674353825734,4107.047442200842,18002.451947945116
77471,0,6982.060982780516,0,2306.8851633697,9288.946146150216
77472,0,5491.703996664764,0,1964.898738455812,7456.602735120576
77473,0,9167.930128164768,0,0,9167.930128164768
77474,0,6748.360534053632,2376.9306366742826,1448.48598892614,10573.777159654055
77475,0,11722.932690938907,0,281.336816830131,12004.26950776904
77476,0,5315.364765869607,0,1886.65025988982,7202.015025759427
77477,2829.4591472336674,8697.511166239608,0,373.6842870852388,11900.654600558517
77478,3508.2328616886,11300.139258761368,0,216.978656564955,15025.350777014924
77479,0,1997.9997389161172,0,5096.322556355279,7094.322295271396
77480,3657.8477038427,6907.780857436065,0,0,10565.628561278763
77481,0,5578.181600313623,0,0,5578.181600313623
77482,0,12962.81569363926,0,414.4337382078861,13377.249431847147
77483,0,11760.305878311605,0,2621.2535035959963,14381.559381907598
77484,0,2776.3515563739197,0,2466.4774982237213,5242.8290545976415
77485,0,8518.612452550378,0,3136.8033413698654,11655.415793920243
77486,0,13309.833327597276,4005.223079300709,3085.334556643806,20400.39096354179
77487,0,7940.34910269015,0,4567.611471194856,12507.960573885008
77489,0,7113.832189200861,0,1158.5895588781782,8272.42174807904
77490,0,6564.595142624576,0,0,6564.595142624576
77492,0,9715.801642827893,0,1107.83348350261,10823.635126330504
77493,0,9670.068180354743,0,0,9670.068180354743
77494,0,17629.446530606863,0,3609.3553844416897,21238.801915048552
77495,4316.925376543156,13338.05682952276,1326.45181828325,4174.159001435601,23155.59302578477
77496,0,2803.747697004119,0,2096.658597322288,4900.406294326407
77498,0,2066.9026168494106,0,1669.7012993651,3736.60391621451
77500,0,10553.13475537203,0,2207.843062137688,12760.977817509718
77501,0,12141.775248486978,0,1740.707111907574,13882.482360394552
77504,0,15200.402335513372,0,2725.8859784791,17926.28831399247
77505,2915.12116750961,7787.268285463357,0,856.4930127330855,11558.882465706054
77506,0,13793.360992684602,0,0,13793.360992684602
77507,0,9964.779105077534,0,5726.30789174678,15691.086996824311
77508,0,15262.986792100128,2068.0602044490083,3640.118674107174,20971.165670656308
77509,0,13403.82711407941,0,0,13403.82711407941
77510,0,6281.862183787605,0,0,6281.862183787605
77511,0,5769.837027872897,0,0,5769.837027872897
77512,0,4975.71607405338,0,199.458559550495,5175.174633603875
77513,1855.327904022447,4929.869043798391,1357.77764287732,4870.934526311561,13013.90911700972
77514,2536.988712349984,10164.763344533185,899.0672845096152,10742.162876625673,24342.982218018456
77515,0,4933.659308597452,0,2484.3948673117047,7418.054175909157
77516,0,7618.352299869947,0,1787.348447960266,9405.700747830211
77517,2245.5959424000384,12389.132630581376,0,4050.3111406029466,18685.03971358436
77518,0,6898.000945725446,0,1762.115152453692,8660.116098179138
77519,0,25308.289023657424,0,0,25308.289023657424
77520,3349.94369095763,8713.478937965356,0,3190.531618002114,15253.9542469251
77521,17.6493452815701,3736.203193570479,1839.7182338341547,564.737381494177,6158.30815418038
77522,0,8677.05128832597,0,0,8677.05128832597
77523,0,4964.93502312554,0,0,4964.93502312554
77524,0,9072.496637828992,0,0,9072.496637828992
77525,0,127.483637143654,0,2288.306897820729,2415.790534964383
77526,0,3345.9067425993253,0,1618.859037885166,4964.765780484491
77527,0,10235.82129461322,5447.644894603205,5156.762105131746,20840.22829434817
77528,0,3935.5917104774626,0,0,3935.5917104774626
77529,0,9075.077235376964,2715.05012304102,1854.2278105662451,13644.355168984228
77530,0,8881.897069244027,0,6540.978602762847,15422.875672006874
77531,0,15090.633879282414,0,1329.386959712167,16420.02083899458
77532,0,5441.028746495305,0,0,5441.028746495305
77533,0,3870.019510877348,0,2077.168055057973,5947.187565935321
77534,0,6705.6369137419015,2616.806470160861,0,9322.443383902762
78003,5447.178774023416,16134.236894460655,5695.539991495654,3643.8622725323175,30920.817932512044
78005,0,5036.551226507377,1060.2286342902266,8069.280562367625,14166.060423165229
78006,0,3521.6815250322993,0,1771.930205216706,5293.611730249006
78007,813.46975792213,529.0607039985742,0,1721.036154978533,3063.5666168992375
78009,5065.066731618299,2936.9220864984773,1813.341512535519,9435.463980666418,19250.79431131871
78010,0,5170.04161434294,0,3092.9969203837795,8263.03853472672
78013,0,3797.9141521612887,0,584.840831912756,4382.754984074045
78015,0,5500.320472627881,0,12569.08269900356,18069.40317163144
78020,0,7582.2262506760435,0,2052.773492148752,9634.999742824797
78029,1612.0519494325813,3538.559345789326,0,8719.994184276207,13870.605479498114
78030,0,14166.386738373252,0,0,14166.386738373252
78031,0,3106.928022144235,0,2137.853171550036,5244.781193694271
78033,0,1185.9722288091612,0,2484.6947489424847,3670.6669777516454
78034,0,3053.653060276836,0,2505.6209363073754,5559.273996584212
78036,0,89.3796619412013,0,3779.2775889869167,3868.657250928118
78043,6458.83052321728,5994.820110841158,0,6970.981348290902,19424.63198234934
78048,0,4966.819752475815,800.579291214332,4569.714834826218,10337.113878516366
78049,0,595.630266805744,0,5305.644010194066,5901.27427699981
78050,0,5121.9722372125625,186.528188986488,0,5308.500426199051
78053,0,2612.764634512116,0,0,2612.764634512116
78057,0,5454.811165601405,0,1537.5932807105382,6992.4044463119435
78062,0,11026.520187998083,0,4516.765296092426,15543.285484090513
78068,3429.41954294866,4580.05907940728,0,881.5487797166089,8891.027402072548
78070,0,2350.145159666819,0,396.928785922159,2747.073945588978
78071,0,4333.037123587452,2079.364532245753,1583.9855322880148,7996.387188121219
78072,0,2930.2026555871535,0,1548.36458722625,4478.567242813404
78073,665.7553872846639,2669.419548056882,447.9238178762648,7030.498563776297,10813.597316994106
78076,0,3823.480169792396,0,712.851994006134,4536.33216379853
78077,0,8171.663331753235,0,7426.608835036922,15598.272166790155
78082,0,2800.5611590368535,0,1358.9271141083111,4159.488273145164
78084,0,2254.9279547915694,0,2201.738263631879,4456.666218423448
78087,0,7539.7305659761505,0,2462.694105185928,10002.424671162078
78089,4814.416914161123,5698.666697990383,0,3156.841458076892,13669.925070228395
78090,2176.508322436297,4150.142462941796,0,1189.2339226433753,7515.884708021469
78092,0,5089.198788679996,0,3788.8607878963794,8878.059576576376
78096,0,4636.313046099213,0,3405.268197230824,8041.581243330038
78104,0,1857.48493861322,0,272.538251128092,2130.023189741312
78107,0,13287.004680116564,0,2599.7295938512493,15886.734273967812
78108,0,9720.582273778005,0,1736.4116043230488,11456.993878101051
78113,0,4667.864353143207,0,3766.1388921330135,8434.00324527622
78117,0,4464.577143434386,746.320095398781,3757.394973039317,8968.292211872484
78118,2460.083376184702,2982.7587060117457,0,6799.216765957272,12242.05884815372
78120,0,16789.21934364002,0,562.118190295289,17351.337533935308
78123,0,7328.439057615547,0,0,7328.439057615547
78124,2628.920737529139,3337.3220076238126,0,8031.06869535992,13997.311440512873
78125,0,12126.544145765149,0,0,12126.544145765149
78126,3404.343785902115,7771.522400161829,46.5125161877573,7808.304471242672,19030.683173494373
78128,0,15172.803203501926,0,0,15172.803203501926
78133,2564.4347014106397,3435.641724653492,0,4474.171873847392,10474.248299911524
78138,0,4956.140495699022,0,2225.4461710143637,7181.586666713385
78140,808.443935552673,100.387612773431,0,5345.682746899011,6254.514295225115
78143,0,5365.774422942582,0,2316.8905062682156,7682.664929210799
78146,0,6393.290080250017,0,5142.455618220937,11535.745698470952
78147,852.142384320163,2267.3301810997427,1707.8871108895587,1144.201019890997,5971.560696200462
78152,0,5696.630037446522,0,3115.159922322524,8811.789959769045
78158,2726.323258918138,9252.344237708352,139.876156886935,12947.539178718282,25066.08283223171
78160,0,10046.776164515952,0,567.1318215979825,10613.907986113934
78162,0,8838.444033802663,0,456.723368628025,9295.167402430689
78163,0,3089.3636856351127,0,3855.833924853222,6945.197610488334
78164,0,9770.982380621015,0,1845.263507898144,11616.24588851916
78165,0,4068.4511034744346,179.171501136774,5379.874836112652,9627.497440723859
78168,0,1524.4579600665206,3435.548685292248,2270.3115945288428,7230.3182398876115
78171,0,7850.058020091896,0,3144.218835212885,10994.276855304784
78172,0,7717.214145449934,3166.371077835773,12547.457159907666,23431.042383193373
78185,0,1184.640577055086,0,1621.97167525367,2806.612252308756
78188,0,3119.643707962344,0,1843.2362118881952,4962.8799198505385
78189,0,9579.066412902483,0,2845.7181505416197,12424.784563444102
78190,0,2793.4801302167407,0,486.86510822318246,3280.3452384399234
78192,0,10882.33130923484,0,4382.089810072825,15264.421119307664
78193,0,6172.134030829212,0,0,6172.134030829212
78194,0,1687.9498191623811,0,601.713802856864,2289.6636220192454
78196,0,953.1245262622342,0,2092.4867089899662,3045.6112352522005
78202,0,4608.392188153421,0,1416.5357543178511,6024.927942471271
78206,2785.6112812593683,5362.065054299586,0,7578.161405885987,15725.837741444942
78208,0,9325.213139469626,955.9699167744848,6092.981120068915,16374.164176313025
78209,0,8013.674827160588,0,4433.7631920190115,12447.4380191796
78217,2355.86907230536,11662.718141085028,0,6152.683892268745,20171.271105659132
78220,0,11021.311144271953,3960.1784115895425,3789.7658608428646,18771.255416704356
78224,0,3934.321928307108,0,4799.774819422574,8734.096747729682
78227,0,2916.1442290463115,0,2520.491099888247,5436.635328934559
78230,0,0,0,2189.4904108967653,2189.4904108967653
78231,0,1644.389246660559,0,1248.61362460735,2893.0028712679086
78233,675.119750587228,7331.757436593267,0,6962.235035368718,14969.112222549214
78234,0,1363.6019261938484,0,2580.9603727244285,3944.5622989182766
78236,0,3121.589816080565,0,1101.735561485374,4223.325377565939
78237,0,1296.700043613954,0,542.494768655297,1839.194812269251
78238,1905.263745765052,5623.8189617008875,0,3438.6848256126304,10967.76753307857
78239,0,4733.671942705567,0,3970.3502934989792,8704.022236204546
78242,0,2664.220013880996,0,4461.328956006247,7125.5489698872425
78245,0,1.55268667058195,0,2905.860903123658,2907.4135897942397
78246,0,8588.718585297005,0,3587.308576047568,12176.027161344571
78255,0,8912.36928497079,0,3775.842498345273,12688.211783316065
78261,0,1126.747797006405,0,3696.208578982631,4822.956375989037
78262,0,2490.198972844336,1648.5350712206964,3088.026125084978,7226.7601691500095
78263,0,19234.436744196624,5645.588957211139,686.300364828945,25566.32606623671
78264,0,5140.06340581374,0,0,5140.06340581374
78265,0,7020.076113688084,0,2224.5586644079767,9244.63477809606
78267,0,8000.582260072864,0,4528.068877095143,12528.651137168006
78269,0,13323.04242407962,0,3042.444464129689,16365.486888209309
78276,0,4632.137101824777,0,3571.516052531265,8203.653154356041
78278,0,3845.4854422992807,0,2492.493601605024,6337.9790439043045
78281,0,4187.876168123867,0,1547.822121600504,5735.698289724371
78283,0,4138.222013718324,0,3148.363850967143,7286.585864685468
78285,0,5063.288752965405,0,3351.8058436387128,8415.094596604118
78289,0,11771.544152616952,50.329346739862,3742.4063367176313,15564.279836074444
78290,0,2740.2636523932388,0,1734.0913334897484,4474.354985882987
78291,2488.01162251753,7692.977549754924,0,2616.764814738627,12797.75398701108
78296,0,1030.5189069698667,0,5017.530864405185,6048.049771375052
78297,0,7512.187994285203,1526.149091714958,13521.633317280068,22559.97040328023
78299,0,3791.1969843163974,0,2162.973153732547,5954.170138048945
78300,0,5993.316180494191,0,0,5993.316180494191
78302,0,0,0,2348.545038871533,2348.545038871533
78305,0,1537.3018408936273,0,4576.182745000753,6113.48458589438
78307,0,9403.25471349543,0,0,9403.25471349543
78310,0,12205.129275787309,1751.02467277957,5439.744728104347,19395.898676671222
78311,0,3997.9931693897975,0,4695.078230404773,8693.071399794571
78314,0,2407.946605832076,0,2643.596781751104,5051.54338758318
78317,0,1490.471323526323,0,4847.2765851197255,6337.747908646048
78320,0,11429.135847556285,0,1817.9502535462352,13247.08610110252
78321,0,13907.254292768906,2871.159645274486,1102.739442069706,17881.153380113097
78322,855.7675138427769,8106.950931139247,1403.6950479576071,9599.036101298016,19965.449594237645
78324,0,2041.0993228726504,0,1688.956914675818,3730.056237548468
78325,0,3515.519631318133,0,4526.852611270685,8042.372242588817
78327,0,2875.4887716355,0,6107.261326667209,8982.75009830271
78329,0,3129.3534683929524,0,781.371425189009,3910.7248935819616
78334,0,1943.278413121088,0,3694.668366442252,5637.946779563339
78335,0,11308.881142890752,0,7253.5969578698305,18562.478100760585
78337,0,6745.320072844754,0,2734.697350073611,9480.017422918365
78343,0,1546.2874359283264,0,2564.503065173889,4110.790501102216
78344,0,5316.817980997861,0,1491.8064286374613,6808.624409635322
78346,0,10266.705639744006,0,1037.118264004533,11303.82390374854
78349,6259.951253523646,5675.549358802465,0,359.94580531118004,12295.446417637291
78350,0,2626.270755374029,3651.612228586396,3017.8030371504,9295.686021110823
78354,0,2639.7923395655416,0,0,2639.7923395655416
78356,0,11563.731293427803,0,5080.93662691363,16644.66792034143
78358,0,3531.4256105750787,0,9005.50548851096,12536.93109908604
78361,0,5702.945649903689,0,13374.541564659094,19077.48721456278
78362,3148.338840607935,10369.5746757577,0,7843.408493926213,21361.32201029185
78364,0,3591.330174501243,0,1582.9914852607517,5174.321659761995
78366,0,2759.1740354928033,1207.43927480206,0,3966.6133102948634
78367,0,789.2376350299927,0,1531.7424334474947,2320.9800684774877
78368,0,3765.9138189704504,0,1448.5409771938166,5214.4547961642675
78372,0,6933.493431162081,917.4476756732829,4312.172280012005,12163.11338684737
78380,0,8291.447406712387,0,8061.847940351919,16353.295347064304
78381,0,7761.765027446987,3138.190050764548,384.443185344346,11284.398263555882
78382,0,2043.1705415322997,0,2867.365522299299,4910.536063831599
78383,0,3554.308274760164,733.8527931818089,5598.140197665498,9886.301265607472
78384,0,4206.108651192134,0,1024.0830481599169,5230.191699352051
78385,0,2200.9009383157545,0,804.315578813262,3005.2165171290167
78389,0,10677.04170740214,2333.260887260983,4548.866848563759,17559.169443226885
78391,0,144.37287927537452,0,2312.196752096322,2456.5696313716967
78396,1205.344453653152,4661.481054249077,0,1719.91994512124,7586.745453023469
78397,0,6440.421457895857,0,1662.3197350644598,8102.741192960317
78398,0,3985.279558155455,0,1638.7879408614133,5624.067499016868
78401,0,5425.297512289069,0,5663.263927581914,11088.561439870984
78402,3369.16473682484,5980.851204317491,0,1518.018161482844,10868.034102625174
78403,0,1944.900034910714,0,949.6941793591694,2894.594214269883
78404,0,1949.706428657832,108.968568390628,481.53442735744903,2540.2094244059094
78406,0,2240.495979448162,0,1267.5311558033873,3508.027135251549
78407,0,4966.15646526829,0,3207.026081119075,8173.182546387365
78410,0,5574.076722388805,0,4057.707189298558,9631.783911687366
78413,0,1881.540680448952,0,3596.986949293214,5478.527629742166
78415,0,1165.680738990216,0,3341.2653585662074,4506.946097556423
78416,0,1804.4204631630448,0,121.77543234387308,1926.1958955069176
78417,0,1627.5636840315542,0,5618.72565915281,7246.289343184364
78418,3018.17018022171,5141.278887203926,0,5238.1976311785875,13397.646698604223
78420,0,3308.079237280525,0,1017.0291814370594,4325.108418717584
78423,1646.876191774278,6592.263958196718,5504.07027605366,19338.80308686558,33082.01351289023
78431,1482.5882141571,2177.99602783757,0,7690.18756235581,11350.77180435048
78437,0,4320.805194335919,0,2186.553561433633,6507.358755769552
78439,0,1792.872597877663,0,3540.1860501619494,5333.058648039612
78440,0,9842.402710473149,0,3878.3837103794526,13720.7864208526
78442,0,4302.112624220968,0,212.577503885662,4514.69012810663
78443,0,9199.661630926503,852.3145511889235,96.55075959314908,10148.526941708576
78444,0,3359.189994570123,0,3558.776087749872,6917.966082319996
78451,0,2171.957157770328,0,373.70465016220106,2545.661807932529
78455,2423.08972240575,5350.519819609399,0,3294.47976543913,11068.089307454278
78460,0,2179.9705103782626,0,961.0821483989519,3141.0526587772147
78464,0,3771.004849588329,0,3770.3723199781502,7541.377169566478
78465,0,9555.288114665527,0,6201.204976642916,15756.493091308446
78466,4849.992547516292,9272.158142446786,0,10496.982936172984,24619.13362613606
78470,0,8657.541846429336,0,4357.612408191943,13015.15425462128
78472,0,4798.996549444169,291.243511531422,1536.096023787166,6626.336084762757
78474,0,6044.85077345596,0,0,6044.85077345596
78475,0,1661.8763897436925,0,1079.487322807943,2741.363712551635
78478,0,0,2957.3750835891515,5182.736488135533,8140.111571724685
78481,0,7574.100382473366,1225.3398196675232,166.40062694810103,8965.840829088991
78484,0,4149.36722465753,0,6961.720665531195,11111.087890188724
78486,0,10454.270275563213,4480.351248222431,1708.1238177764549,16642.7453415621
78490,0,15238.346172678965,4437.085153352245,12680.829114004604,32356.26044003581
78497,0,11450.446505512507,0,4839.547637687324,16289.99414319983
78498,4249.1501203164735,14565.470733532402,0,14281.870740698756,33096.49159454763
78499,1565.879217258121,1057.599028598164,0,2194.796830702802,4818.275076559086
78501,0,3196.150328801084,0,856.881070370248,4053.031399171332
78502,0,1032.2989574960968,1831.627978764863,1210.3097860355033,4074.236722296463
78505,0,1709.2433892355782,0,6685.463204790196,8394.706594025774
78506,3001.75099226458,13489.984482976894,2758.372464172534,3482.555551023644,22732.66349043765
78513,0,6217.923838961727,4391.359565056742,1580.5449135613378,12189.828317579806
78516,0,3233.7022024581556,0,2316.9239714632467,5550.626173921402
78517,0,17643.814127267076,6785.247302240257,12678.944177507774,37108.005607015104
78518,0,1285.01301993408,0,0,1285.01301993408
78520,0,9894.585313364743,0,3013.418750866583,12908.004064231329
78522,0,8721.565568890917,0,1224.5234261417877,9946.088995032704
78528,1062.2342347565352,1611.070754309131,0,1924.718782058429,4598.023771124095
78530,0,2386.181428926293,0,831.9493587844532,3218.1307877107465
78531,6178.529557588687,6360.938378633576,0,4478.482517283882,17017.950453506146
78536,0,5295.456015814983,0,305.468565258806,5600.924581073789
78537,1589.636918175413,11259.918582335593,0,42.2355308800553,12891.791031391062
78545,2773.6163648313714,7904.758201755791,55.201180479463,4897.425310576553,15631.001057643178
78548,0,6468.701045975084,0,632.260300181029,7100.961346156113
78550,0,0,0,5076.852352841923,5076.852352841923
78551,4240.878514478919,17582.541588973683,13100.715313207776,24131.325321833396,59055.46073849377
78557,0,5662.937706963531,0,3790.1311205636234,9453.068827527157
78558,0,2833.5476538081107,0,2149.521330446479,4983.06898425459
78559,0,1347.7640538872938,0,1856.95046805118,3204.714521938474
78561,0,4237.935989059928,0,0,4237.935989059928
78562,0,15490.580395496252,0,3859.1247086215553,19349.70510411781
78564,6296.035857930432,8504.28242316328,0,1597.73284907064,16398.051130164353
78565,0,2337.5847079851233,0,0,2337.5847079851233
78567,0,3127.2741019295304,0,4761.439720409985,7888.713822339515
78569,659.7102439537332,4066.008479460485,0,3755.8931170327473,8481.611840446963
78571,2769.02278425949,8198.09508931389,0,5396.184066125793,16363.301939699171
78575,0,9768.877702268197,0,3512.715444389689,13281.593146657884
78576,0,5174.98780079535,0,2042.0396742245623,7217.027475019913
78586,0,5762.645964203443,0,10615.41797631306,16378.063940516502
78588,0,1495.3825423665842,0,1454.1145022661158,2949.4970446326997
78590,0,7113.3171494559,0,0,7113.3171494559
78591,0,10265.790598387855,0,1980.1997993687903,12245.990397756646
78597,0,3811.1157557508736,0,1615.122931276067,5426.23868702694
78601,866.815296840768,16840.20343529426,6335.004952067394,4635.989249926928,28678.01293412935
78605,0,3568.701335975204,0,977.4089073916992,4546.110243366903
78606,0,1610.9453077908029,0,3711.542703312119,5322.4880111029215
78608,0,0,0,2673.470699114405,2673.470699114405
78609,0,3173.450843052796,0,2181.06972248702,5354.520565539816
78615,0,10065.325534419026,0,1777.3606203768973,11842.686154795923
78616,0,7870.375343451403,0,0,7870.375343451403
78618,0,3151.8114673220057,0,7200.174455527475,10351.98592284948
78620,0,2721.6260880968557,0,1516.706927984044,4238.3330160809
78621,0,10445.913589683234,4628.0960389012325,15191.455668219667,30265.465296804137
78623,0,6981.967697769707,1215.54006256918,0,8197.507760338887
78624,0,15106.452807708429,0,3229.0463782863403,18335.49918599477
78638,0,9763.587314815142,0,1917.1767282936073,11680.764043108748
78640,4492.93556650006,9030.20096568747,1833.7893954224164,15257.953701375078,30614.879628985025
78642,0,4728.756779934788,0,7395.205118246875,12123.961898181664
78643,0,4558.096506223505,0,4340.054368832747,8898.150875056252
78644,0,1259.4767901685473,1168.6561108392011,3112.4885531006657,5540.621454108414
78646,1692.03835626619,21800.95798962739,5022.625245679959,11068.6392836125,39584.26087518604
78647,0,2939.101864138374,0,1967.085455722087,4906.187319860461
78650,0,6713.517719484302,0,8548.882057955008,15262.39977743931
78653,0,4413.828890272181,0,2473.307136177063,6887.136026449243
78655,0,6948.101862363646,0,746.178269375448,7694.280131739094
78668,4627.6250014897605,9367.78323594572,823.6205143427701,566.288506253261,15385.317258031511
78672,462.239579021434,3776.8469505421776,0,6496.792741792567,10735.879271356178
78674,0,11082.673313138315,0,3124.295176623204,14206.96848976152
78677,0,1825.826819545652,0,2443.0677535876857,4268.894573133338
78681,0,2748.1928721215377,0,2964.871436517399,5713.064308638937
78683,0,5616.763189082447,0,4242.716592324882,9859.479781407328
78686,1760.09975260729,3931.9899257201464,0,3697.9173025316736,9390.00698085911
78688,0,4279.902299962799,0,2251.130580968928,6531.032880931727
91001,0,7634.972357862094,0,1321.140206072192,8956.112563934286
91016,0,22764.89099652546,0,5634.732853584585,28399.623850110045
91017,2225.16917917745,6307.698912392324,0,944.0486886315781,9476.91678020135
91021,0,6758.468292251425,0,2458.322454824626,9216.790747076053
91022,0,0,0,5720.200551364517,5720.200551364517
91027,0,15329.819048803893,818.88727439354,7548.964915406501,23697.671238603933
91035,0,7034.601748490631,0,1566.84243520029,8601.4441836909209
91037,1747.654501028124,6211.9301645326295,0,0,7959.584665560754
91038,0,8126.262075760981,0,0,8126.262075760981
91041,0,7943.759309251779,0,1610.8072805036936,9554.566589755472
91044,0,6945.920966952031,0,4410.729129536184,11356.650096488214
91045,0,10459.401453057417,0,3276.3483839234837,13735.749836980898
91047,0,6457.080009240711,0,319.865219995401,6776.945229236112
91064,0,10703.58553586032,5704.282668943392,7062.76963133234,23470.63783613605
91067,0,5008.711420553356,0,2258.871256077853,7267.582676631209
91069,0,6907.803562978966,0,6234.151103800841,13141.954666779806
91075,0,3713.367117018331,0,0,3713.367117018331
91079,0,4126.691349891242,0,4650.449337141283,8777.140687032525
91080,0,4513.181121587695,0,1676.219844459278,6189.400966046973
91081,0,7954.5445479908685,0,3351.359637867498,11305.904185858366
91085,0,7333.960896659366,0,1607.3781453578072,8941.339042017173
91086,0,5960.943819050159,1636.952097409226,8524.066840825191,16121.962757284577
91093,0,3902.365640989761,0,1803.8846684116904,5706.250309401451
91095,0,8289.873384155173,0,953.9865633153848,9243.859947470559
91097,0,5803.759136398615,0,1521.254493323459,7325.013629722073
91098,0,7058.7401442583905,0,1898.8440470564829,8957.584191314872
91099,0,11416.910893110407,0,2544.1245526015,13961.03544571191
91100,0,11989.015034397147,0,1786.2471411499282,13775.262175547075
91103,0,9274.053532163689,665.9948513256526,8935.495542180848,18875.54392567019
91105,0,5610.377350945283,0,7767.559403529071,13377.936754474356
91106,0,2513.166512103573,0,2115.381547662268,4628.548059765841
91109,0,7183.433560331221,0,87.4813158578166,7270.9148761890365
91111,4594.28319440051,11580.974912703889,0,1853.8098043626628,18029.06791146706
91112,0,3453.6188809026235,0,746.750516035598,4200.369396938221
91114,0,7148.080362388875,1613.1673803748608,6290.353164082313,15051.600906846048
91115,0,13053.891213590883,0,0,13053.891213590883
91121,0,4472.347755634606,0,6515.802257063226,10988.150012697832
91122,0,4367.188732510346,0,2469.7916193927363,6836.980351903083
91129,0,9620.228334838717,0,5767.478509944864,15387.70684478358
91130,0,14511.156366060692,0,0,14511.156366060692
91131,0,3135.9091239618224,0,5228.073521276225,8363.982645238048
91132,0,5218.7171503892605,0,2062.099825258836,7280.816975648096
91135,0,5618.323362739093,0,3306.7973643928417,8925.120727131934
91136,4385.996238700231,9433.546978124536,0,3630.4430711990785,17449.986288023847
91137,0,6313.765122829793,0,1392.668704374422,7706.433827204215
91145,0,4157.589941198476,0,1016.63366483845,5174.223606036926
91148,0,3968.243963985752,0,0,3968.243963985752
91156,0,3025.526435670731,0,2537.601541013702,5563.127976684433
91159,0,8098.292430410054,0,2878.0599234305814,10976.352353840635
91161,5417.909638193322,6024.486600465099,0,2623.4998725501,14065.89611120852
91174,0,9972.743623937933,2873.378149458479,31313.066589137532,44159.18836253394
91175,0,5800.655771081397,0,7577.923692917312,13378.579463998709
91179,4154.622099542512,7538.895400476775,829.237604304577,7115.300619066441,19638.055723390306
91180,0,7100.043212930123,0,2584.7953626584085,9684.838575588532
91184,0,3257.674331094,0,694.109030347716,3951.783361441716
91186,0,1687.071812599409,0,4516.141457177914,6203.213269777323
91191,0,3432.408223568136,0,0,3432.408223568136
91195,0,7253.033990381535,0,1866.379283943444,9119.413274324981
91198,0,6193.0853675943235,0,2681.8811051060625,8874.966472700386
91200,1304.20398799308,19613.185928486557,0,6920.221081223048,27837.610997702686
91201,0,9737.910482035551,0,0,9737.910482035551
91204,0,2957.80736055514,0,3252.514529945846,6210.321890500985
91207,0,6029.714588599428,0,1633.9186628616462,7663.633251461074
91215,0,1393.15188841433,704.959061755193,4382.551734083706,6480.662684253229
91216,684.705875799914,4167.464521683402,0,4659.432906785748,9511.603304269063
91223,0,34164.86742540604,0,14420.981387306756,48585.84881271279
91225,0,4062.1043189431166,0,1237.4776243124288,5299.581943255545
91226,0,9970.953374851511,0,5354.191395791814,15325.144770643328
91228,2848.926125855191,17697.411732895893,6555.6512413042565,17393.593177953855,44495.5822780092
91232,0,5088.4858209137,0,1510.5326900498676,6599.018510963568
91235,0,3546.1031639566236,1762.285018314681,211.3248822426375,5519.713064513942
91240,0,3927.5767392341,0,923.422097729736,4850.998836963836
91243,0,9477.34572114743,0,1226.3229328065868,10703.668653954015
91244,0,3507.7272772769843,0,1380.193940927032,4887.921218204016
91247,0,3891.723449450714,0,5104.461365589142,8996.184815039855
91248,0,5131.2466617762775,0,0,5131.2466617762775
91249,2284.95651580257,9723.131993623738,0,500.86030284695624,12508.948812273264
91272,0,8753.35302183198,0,5817.314536184016,14570.667558015995
91273,0,6257.3056666114535,0,102.366481035792,6359.672147647246
