ninsee,transport_autoroute,transport_départementale,transport_nationale,transport_autres_routes,transport_total_général
77217,0,14680.162515224883,0,2525.746123804624,17205.90863902951
77218,0,5766.656833769606,0,0,5766.656833769606
77219,0,14608.589749315975,0,1979.3936814193617,16587.983430735338
77220,0,5158.460800275866,0,0,5158.460800275866
77221,0,2199.5259712638153,0,8.94750703551139,2208.473478299327
77222,0,7512.398209946422,2642.2293386109372,0,10154.62754855736
77223,0,9259.169488368158,0,1340.649417046524,10599.81890541468
77224,0,4071.7270608416175,0,0,4071.7270608416175
77225,0,4169.992601075923,0,0,4169.992601075923
77226,0,10436.659611650728,0,1120.339997056468,11556.999608707196
77227,0,10703.88587338478,0,0,10703.88587338478
77228,0,6212.285944467641,0,0,6212.285944467641
77229,0,11489.680140379733,3885.348713149609,0,15375.02885352934
77230,0,6888.745310199933,0,0,6888.745310199933
77231,0,5699.278391437847,0,1887.5640100397693,7586.842401477616
77232,1073.82421756377,4401.239706635894,0,1444.093151010441,6919.157075210105
77233,0,2116.743034511418,0,1836.5986151166428,3953.3416496280606
77234,0,4117.995294820099,0,0,4117.995294820099
77235,3540.87762810917,9271.78569153392,0,454.125662322448,13266.788981965536
77236,0,6735.655302525306,0,1111.800948579866,7847.456251105171
77237,2282.901406401455,9159.89146856025,0,1338.3335517221635,12781.12642668387
77238,0,26288.22307532642,0,1905.973897233569,28194.19697255999
77239,0,21945.59973540472,4228.901410905573,1262.150315821913,27436.65146213221
77240,0,12768.204115219212,0,1260.5219188611193,14028.72603408033
77241,0,5347.776743848208,0,0,5347.776743848208
77242,0,4947.395484541015,0,840.5856730153671,5787.981157556383
77243,0,9609.83556547658,0,3066.796486938549,12676.632052415132
77244,0,14610.24227298324,0,0,14610.24227298324
77245,0,7164.522759653171,0,1209.0477033482375,8373.570463001408
77246,0,15261.749093574532,0,3149.057937004536,18410.807030579068
77247,0,6505.218295971538,0,0,6505.218295971538
77248,0,4428.5277494401935,0,997.6466770622588,5426.174426502453
77249,0,2801.940956434746,4291.4196254537665,5569.197917744799,12662.558499633313
77250,0,1704.223629093897,0,2292.7440457180187,3996.967674811915
77251,5960.656253445171,8504.691914686964,2733.221546445023,12598.4399027556,29797.00961733276
77252,0,7377.516381260235,0,1000.17331462501,8377.689695885247
77253,0,5381.705831481334,0,0,5381.705831481334
77254,0,6519.5893008480425,0,0,6519.5893008480425
77255,0,2259.477945025744,0,1047.4673014889993,3306.945246514743
77256,0,4828.9915697634715,0,0,4828.9915697634715
77257,0,12609.112715769712,0,1236.2757274323535,13845.388443202066
77258,2646.039934504545,4231.202353255504,496.4091106959757,7544.95958701631,14918.610985472336
77259,0,3491.620312457569,0,0,3491.620312457569
77260,0,5255.188246529099,0,1382.530821020135,6637.719067549234
77261,0,20749.949071261137,0,1936.247033668316,22686.19610492945
77262,0,25632.312950579668,0,2839.790020220106,28472.102970799773
77263,0,6287.022861198875,0,0,6287.022861198875
77264,0,26091.45095927384,0,4302.490344025433,30393.94130329927
77265,0,3770.5183430586585,0,471.58119857096,4242.099541629618
77266,0,7791.539022922679,0,0,7791.539022922679
77267,0,3439.393011298803,0,1345.859181824983,4785.252193123786
77268,0,5902.434925005447,0,3079.922182668387,8982.357107673834
77269,0,11074.28941343976,0,832.4047808424542,11906.694194282214
77270,0,7950.760320899928,0,0,7950.760320899928
77271,0,6222.057207137693,0,0,6222.057207137693
77272,0,14834.870627115071,0,2818.4595493406896,17653.330176455762
77273,0,5539.4011840154235,2.17058816991885,0,5541.5717721853425
77274,0,7863.258681956589,0,0,7863.258681956589
77275,0,3143.711832316443,0,0,3143.711832316443
77276,2558.472029104583,8239.63162006595,0,8614.074233876458,19412.177883046992
77277,0,8502.614911542847,1491.2229803554628,0,9993.83789189831
77278,0,6108.294112937009,0,4676.619928249727,10784.914041186736
77279,7199.367869954469,10541.835557129774,0,3981.351555634631,21722.554982718873
77280,0,2548.622102235342,0,699.8267125799539,3248.448814815296
77281,0,3618.0235857847624,0,213.163166440498,3831.186752225261
77282,44.42074547599,2242.4404073549094,1463.9154835565412,3081.0272238154766,6831.803860202917
77283,0,11733.736762772873,0,0,11733.736762772873
77284,0,11793.768696680398,0,16416.52044765671,28210.289144337105
77285,0,6429.659664586993,0,5310.9694661233225,11740.629130710317
77286,0,3921.4444734565513,0,862.06147855089,4783.505952007441
77287,0,4738.022856763426,0,0,4738.022856763426
77288,0,15162.644451493825,0,17881.548869612598,33044.19332110642
77289,0,8945.579520233916,0,2525.195352342708,11470.774872576623
77290,0,4654.436817869222,0,131.7636442247905,4786.200462094012
77291,0,3366.382621282519,3871.695375235912,11485.059593379803,18723.137589898233
